name;zip;kpi;Month 1;Month 2;delivery service
Restaurant Demiri;8020;# Commissionable Orders;46.0;32.0;deliverando
Restaurant Demiri;8020;Avg Basket Size €;14.9;14.76;deliverando
Restaurant Demiri;8020;# Negative Comments;0.0;1.0;deliverando
Restaurant Demiri;8020;# Positive Comments;1.0;1.0;deliverando
Restaurant Demiri;8020;% Kill Rate;58;56;deliverando
Restaurant Demiri;8020;Avg Time to Accept (s);479.0;380.0;deliverando
Restaurant La Done;8020;# Commissionable Orders;122.0;67.0;deliverando
Restaurant La Done;8020;Avg Basket Size €;23.18;22.08;deliverando
Restaurant La Done;8020;# Negative Comments;1.0;1.0;deliverando
Restaurant La Done;8020;# Positive Comments;1.0;1.0;deliverando
Restaurant La Done;8020;Avg Time to Accept (s);21.0;31.0;deliverando
PARKS-Art;8020;# Commissionable Orders;39.0;0.0;deliverando
PARKS-Art;8020;# Negative Comments;0.0;0.0;deliverando
PARKS-Art;8020;# Positive Comments;1.0;0.0;deliverando
PARKS-Art;8020;% Kill Rate;32;24;deliverando
Esserei - Pasteria;8055;# Commissionable Orders;0.0;0.0;deliverando
Esserei - Pasteria;8055;# Negative Comments;0.0;0.0;deliverando
Esserei - Pasteria;8055;# Positive Comments;0.0;0.0;deliverando
Parks Bio Fairtrade Coffee Shop;8010;# Commissionable Orders;108.0;86.0;deliverando
Parks Bio Fairtrade Coffee Shop;8010;Avg Basket Size €;17.31;17.77;deliverando
Parks Bio Fairtrade Coffee Shop;8010;# Negative Comments;1.0;1.0;deliverando
Parks Bio Fairtrade Coffee Shop;8010;# Positive Comments;1.0;1.0;deliverando
Parks Bio Fairtrade Coffee Shop;8010;% Kill Rate;23;32;deliverando
Parks Bio Fairtrade Coffee Shop;8010;Avg Time to Accept (s);470.0;467.0;deliverando
Pi Pa Po;8055;# Commissionable Orders;70.0;80.0;deliverando
Pi Pa Po;8055;Avg Basket Size €;23.59;24.52;deliverando
Pi Pa Po;8055;# Negative Comments;0.0;0.0;deliverando
Pi Pa Po;8055;# Positive Comments;1.0;1.0;deliverando
Pi Pa Po;8055;% Kill Rate;166;179;deliverando
Pi Pa Po;8055;Avg Time to Accept (s);569.0;366.0;deliverando
Onkel Donald Döner und Pizza;8020;# Commissionable Orders;53.0;42.0;deliverando
Onkel Donald Döner und Pizza;8020;Avg Basket Size €;18.38;19.41;deliverando
Onkel Donald Döner und Pizza;8020;# Negative Comments;0.0;0.0;deliverando
Onkel Donald Döner und Pizza;8020;# Positive Comments;1.0;1.0;deliverando
Onkel Donald Döner und Pizza;8020;% Kill Rate;94;74;deliverando
Onkel Donald Döner und Pizza;8020;Avg Time to Accept (s);16.0;12.0;deliverando
Bar28;8010;# Commissionable Orders;82.0;43.0;deliverando
Bar28;8010;Avg Basket Size €;18.92;19.21;deliverando
Bar28;8010;# Negative Comments;1.0;1.0;deliverando
Bar28;8010;# Positive Comments;1.0;1.0;deliverando
Bar28;8010;% Kill Rate;113;91;deliverando
Bar28;8010;Avg Time to Accept (s);505.0;463.0;deliverando
China Restaurant - Spezielle Gerichte;8055;# Commissionable Orders;24.0;24.0;deliverando
China Restaurant - Spezielle Gerichte;8055;Avg Basket Size €;18.91;18.52;deliverando
China Restaurant - Spezielle Gerichte;8055;# Negative Comments;0.0;3.0;deliverando
China Restaurant - Spezielle Gerichte;8055;# Positive Comments;0.0;1.0;deliverando
China Restaurant - Spezielle Gerichte;8055;% Kill Rate;106;65;deliverando
China Restaurant - Spezielle Gerichte;8055;Avg Time to Accept (s);790.0;111.0;deliverando
The Churchill Bar;8010;# Commissionable Orders;0.0;0.0;deliverando
The Churchill Bar;8010;# Negative Comments;0.0;0.0;deliverando
The Churchill Bar;8010;# Positive Comments;0.0;0.0;deliverando
Der Eissalon;8052;# Commissionable Orders;1.0;0.0;deliverando
Der Eissalon;8052;# Negative Comments;0.0;0.0;deliverando
Der Eissalon;8052;# Positive Comments;0.0;0.0;deliverando
Der Eissalon;8052;% Kill Rate;123;79;deliverando
Prik Thai- Thai Street Food &Cooking Classes;8010;# Commissionable Orders;70.0;90.0;deliverando
Prik Thai- Thai Street Food &Cooking Classes;8010;Avg Basket Size €;28.08;27.23;deliverando
Prik Thai- Thai Street Food &Cooking Classes;8010;# Negative Comments;0.0;1.0;deliverando
Prik Thai- Thai Street Food &Cooking Classes;8010;# Positive Comments;1.0;1.0;deliverando
Prik Thai- Thai Street Food &Cooking Classes;8010;% Kill Rate;0.12;0.11;deliverando
Prik Thai- Thai Street Food &Cooking Classes;8010;Avg Time to Accept (s);463.0;501.0;deliverando
Streets;8020;# Commissionable Orders;0.0;0.0;deliverando
Streets;8020;# Negative Comments;0.0;0.0;deliverando
Streets;8020;# Positive Comments;0.0;0.0;deliverando
Food Choice;8010;# Commissionable Orders;2.0;0.0;deliverando
Food Choice;8010;# Negative Comments;0.0;0.0;deliverando
Food Choice;8010;# Positive Comments;1.0;0.0;deliverando
Food Choice;8010;% Kill Rate;0.0;0.0;deliverando
Panda Asia;8010;# Commissionable Orders;80.0;79.0;deliverando
Panda Asia;8010;Avg Basket Size €;29.17;25.34;deliverando
Panda Asia;8010;# Negative Comments;1.0;2.0;deliverando
Panda Asia;8010;# Positive Comments;1.0;1.0;deliverando
Panda Asia;8010;% Kill Rate;138;133;deliverando
Panda Asia;8010;Avg Time to Accept (s);483.0;492.0;deliverando
Gasthaus Römerstuben;8041;# Commissionable Orders;0.0;0.0;deliverando
Gasthaus Römerstuben;8041;# Negative Comments;0.0;0.0;deliverando
Gasthaus Römerstuben;8041;# Positive Comments;0.0;0.0;deliverando
Gasthaus Römerstuben;8041;% Kill Rate;91;116;deliverando
OMV - VIVA Shop;8010;# Commissionable Orders;67.0;62.0;deliverando
OMV - VIVA Shop;8010;Avg Basket Size €;17.21;17.12;deliverando
OMV - VIVA Shop;8010;# Negative Comments;1.0;0.0;deliverando
OMV - VIVA Shop;8010;# Positive Comments;1.0;1.0;deliverando
OMV - VIVA Shop;8010;% Kill Rate;75;78;deliverando
OMV - VIVA Shop;8010;Avg Time to Accept (s);422.0;578.0;deliverando
Sushi & Co;8010;# Commissionable Orders;150.0;151.0;deliverando
Sushi & Co;8010;Avg Basket Size €;26.84;27.51;deliverando
Sushi & Co;8010;# Negative Comments;1.0;0.0;deliverando
Sushi & Co;8010;# Positive Comments;1.0;1.0;deliverando
Sushi & Co;8010;% Kill Rate;111;93;deliverando
Sushi & Co;8010;Avg Time to Accept (s);381.0;459.0;deliverando
MoMo's Ristorante;8051;# Commissionable Orders;328.0;405.0;deliverando
MoMo's Ristorante;8051;Avg Basket Size €;18.84;21.29;deliverando
MoMo's Ristorante;8051;# Negative Comments;2.0;2.0;deliverando
MoMo's Ristorante;8051;# Positive Comments;1.0;1.0;deliverando
MoMo's Ristorante;8051;% Kill Rate;133;111;deliverando
MoMo's Ristorante;8051;Avg Time to Accept (s);15.0;16.0;deliverando
Osaka -Japan Restaurant;8020;# Commissionable Orders;94.0;129.0;deliverando
Osaka -Japan Restaurant;8020;Avg Basket Size €;28.41;29.64;deliverando
Osaka -Japan Restaurant;8020;# Negative Comments;1.0;1.0;deliverando
Osaka -Japan Restaurant;8020;# Positive Comments;1.0;1.0;deliverando
Osaka -Japan Restaurant;8020;% Kill Rate;98;105;deliverando
Osaka -Japan Restaurant;8020;Avg Time to Accept (s);399.0;475.0;deliverando
OMV - VIVA Shop;8054;# Commissionable Orders;19.0;33.0;deliverando
OMV - VIVA Shop;8054;Avg Basket Size €;24.22;19.37;deliverando
OMV - VIVA Shop;8054;# Negative Comments;0.0;0.0;deliverando
OMV - VIVA Shop;8054;# Positive Comments;1.0;1.0;deliverando
OMV - VIVA Shop;8054;Avg Time to Accept (s);280.0;455.0;deliverando
Tonkin;8010;# Commissionable Orders;30.0;3.0;deliverando
Tonkin;8010;Avg Basket Size €;36.1;43.1;deliverando
Tonkin;8010;# Negative Comments;0.0;0.0;deliverando
Tonkin;8010;# Positive Comments;1.0;0.0;deliverando
Tonkin;8010;Avg Time to Accept (s);533.0;292.0;deliverando
Barabar;8041;# Commissionable Orders;0.0;0.0;deliverando
Barabar;8041;# Negative Comments;0.0;0.0;deliverando
Barabar;8041;# Positive Comments;0.0;0.0;deliverando
Barabar;8041;% Kill Rate;81;107;deliverando
Gasthaus zum weißen Kreuz;8010;# Commissionable Orders;24.0;18.0;deliverando
Gasthaus zum weißen Kreuz;8010;Avg Basket Size €;23.53;22.14;deliverando
Gasthaus zum weißen Kreuz;8010;# Negative Comments;0.0;0.0;deliverando
Gasthaus zum weißen Kreuz;8010;# Positive Comments;1.0;1.0;deliverando
Gasthaus zum weißen Kreuz;8010;% Kill Rate;93;83;deliverando
Gasthaus zum weißen Kreuz;8010;Avg Time to Accept (s);696.0;584.0;deliverando
Ritterwirt Graz;8010;# Commissionable Orders;36.0;62.0;deliverando
Ritterwirt Graz;8010;Avg Basket Size €;21.42;21.51;deliverando
Ritterwirt Graz;8010;# Negative Comments;0.0;0.0;deliverando
Ritterwirt Graz;8010;# Positive Comments;1.0;1.0;deliverando
Ritterwirt Graz;8010;% Kill Rate;38;28;deliverando
Ritterwirt Graz;8010;Avg Time to Accept (s);449.0;536.0;deliverando
Koshari Time;8010;# Commissionable Orders;94.0;71.0;deliverando
Koshari Time;8010;Avg Basket Size €;14.18;14.12;deliverando
Koshari Time;8010;# Negative Comments;0.0;0.0;deliverando
Koshari Time;8010;# Positive Comments;1.0;1.0;deliverando
Koshari Time;8010;% Kill Rate;137;0.1;deliverando
Koshari Time;8010;Avg Time to Accept (s);486.0;604.0;deliverando
Gasthaus Reselstube;8020;# Commissionable Orders;0.0;0.0;deliverando
Gasthaus Reselstube;8020;# Negative Comments;0.0;0.0;deliverando
Gasthaus Reselstube;8020;# Positive Comments;0.0;0.0;deliverando
Gasthaus Reselstube;8020;% Kill Rate;0.0;0.02;deliverando
Ella Pizza&Kebap;8020;# Commissionable Orders;18.0;9.0;deliverando
Ella Pizza&Kebap;8020;Avg Basket Size €;16.74;15.67;deliverando
Ella Pizza&Kebap;8020;# Negative Comments;0.0;0.0;deliverando
Ella Pizza&Kebap;8020;# Positive Comments;0.0;1.0;deliverando
Ella Pizza&Kebap;8020;% Kill Rate;145;133;deliverando
Ella Pizza&Kebap;8020;Avg Time to Accept (s);477.0;559.0;deliverando
Europa Kebap Pizza;8020;# Commissionable Orders;43.0;36.0;deliverando
Europa Kebap Pizza;8020;Avg Basket Size €;10.36;9.28;deliverando
Europa Kebap Pizza;8020;# Negative Comments;1.0;0.0;deliverando
Europa Kebap Pizza;8020;# Positive Comments;1.0;1.0;deliverando
Europa Kebap Pizza;8020;% Kill Rate;113;94;deliverando
Europa Kebap Pizza;8020;Avg Time to Accept (s);449.0;542.0;deliverando
Arena Grill & Fast Food ;8041;# Commissionable Orders;8.0;11.0;deliverando
Arena Grill & Fast Food ;8041;Avg Basket Size €;20.25;19.12;deliverando
Arena Grill & Fast Food ;8041;# Negative Comments;0.0;2.0;deliverando
Arena Grill & Fast Food ;8041;# Positive Comments;0.0;1.0;deliverando
Arena Grill & Fast Food ;8041;% Kill Rate;132;99;deliverando
Arena Grill & Fast Food ;8041;Avg Time to Accept (s);457.0;730.0;deliverando
Pizzeria Bulut;8055;# Commissionable Orders;69.0;67.0;deliverando
Pizzeria Bulut;8055;Avg Basket Size €;18.18;20.04;deliverando
Pizzeria Bulut;8055;# Negative Comments;0.0;0.0;deliverando
Pizzeria Bulut;8055;# Positive Comments;1.0;1.0;deliverando
Pizzeria Bulut;8055;% Kill Rate;118;108;deliverando
Pizzeria Bulut;8055;Avg Time to Accept (s);12.0;13.0;deliverando
Come a Casa;8054;# Commissionable Orders;41.0;85.0;deliverando
Come a Casa;8054;Avg Basket Size €;18.73;20.6;deliverando
Come a Casa;8054;# Negative Comments;0.0;0.0;deliverando
Come a Casa;8054;# Positive Comments;1.0;1.0;deliverando
Come a Casa;8054;% Kill Rate;132;131;deliverando
Come a Casa;8054;Avg Time to Accept (s);23.0;21.0;deliverando
Gasthof s'Reindl;8055;# Commissionable Orders;17.0;4.0;deliverando
Gasthof s'Reindl;8055;Avg Basket Size €;32.03;38.48;deliverando
Gasthof s'Reindl;8055;# Negative Comments;0.0;0.0;deliverando
Gasthof s'Reindl;8055;# Positive Comments;1.0;1.0;deliverando
Gasthof s'Reindl;8055;% Kill Rate;105;103;deliverando
Gasthof s'Reindl;8055;Avg Time to Accept (s);832.0;281.0;deliverando
Momiji;8010;# Commissionable Orders;80.0;88.0;deliverando
Momiji;8010;Avg Basket Size €;27.36;29.0;deliverando
Momiji;8010;# Negative Comments;0.0;0.0;deliverando
Momiji;8010;# Positive Comments;1.0;1.0;deliverando
Momiji;8010;% Kill Rate;161;149;deliverando
Momiji;8010;Avg Time to Accept (s);564.0;495.0;deliverando
Loana CakeAway Graz;8010;# Commissionable Orders;4.0;3.0;deliverando
Loana CakeAway Graz;8010;Avg Basket Size €;27.28;19.9;deliverando
Loana CakeAway Graz;8010;# Negative Comments;0.0;0.0;deliverando
Loana CakeAway Graz;8010;# Positive Comments;1.0;0.0;deliverando
Loana CakeAway Graz;8010;Avg Time to Accept (s);232.0;322.0;deliverando
Ossi´s Pizza & Burger;8045;# Commissionable Orders;3.0;2.0;deliverando
Ossi´s Pizza & Burger;8045;# Negative Comments;0.0;0.0;deliverando
Ossi´s Pizza & Burger;8045;# Positive Comments;0.0;0.0;deliverando
Asman Restaurant;8055;# Commissionable Orders;82.0;74.0;deliverando
Asman Restaurant;8055;Avg Basket Size €;22.39;24.34;deliverando
Asman Restaurant;8055;# Negative Comments;0.0;1.0;deliverando
Asman Restaurant;8055;# Positive Comments;1.0;1.0;deliverando
Asman Restaurant;8055;Avg Time to Accept (s);334.0;390.0;deliverando
Omoka Afrikanisches Restaurant;8020;# Commissionable Orders;97.0;26.0;deliverando
Omoka Afrikanisches Restaurant;8020;Avg Basket Size €;17.87;20.73;deliverando
Omoka Afrikanisches Restaurant;8020;# Negative Comments;3.0;1.0;deliverando
Omoka Afrikanisches Restaurant;8020;# Positive Comments;1.0;1.0;deliverando
Omoka Afrikanisches Restaurant;8020;Avg Time to Accept (s);320.0;296.0;deliverando
DIE 3 F Sweet Point;8020;# Commissionable Orders;33.0;156.0;deliverando
DIE 3 F Sweet Point;8020;Avg Basket Size €;12.69;14.36;deliverando
DIE 3 F Sweet Point;8020;# Negative Comments;0.0;3.0;deliverando
DIE 3 F Sweet Point;8020;# Positive Comments;1.0;1.0;deliverando
DIE 3 F Sweet Point;8020;Avg Time to Accept (s);500.0;473.0;deliverando
Comida;8055;# Commissionable Orders;0.0;0.0;deliverando
Comida;8055;# Negative Comments;0.0;0.0;deliverando
Comida;8055;# Positive Comments;0.0;0.0;deliverando
Gebraten & Gebacken;8054;# Commissionable Orders;3.0;0.0;deliverando
Gebraten & Gebacken;8054;# Negative Comments;0.0;0.0;deliverando
Gebraten & Gebacken;8054;# Positive Comments;0.0;0.0;deliverando
Molly Malone ;8010;# Commissionable Orders;39.0;0.0;deliverando
Molly Malone ;8010;# Negative Comments;0.0;0.0;deliverando
Molly Malone ;8010;# Positive Comments;1.0;0.0;deliverando
Burgerista;8055;# Commissionable Orders;111.0;40.0;deliverando
Burgerista;8055;Avg Basket Size €;26.59;27.13;deliverando
Burgerista;8055;# Negative Comments;2.0;0.0;deliverando
Burgerista;8055;# Positive Comments;1.0;1.0;deliverando
Burgerista;8055;Avg Time to Accept (s);577.0;445.0;deliverando
Aegaeis - Greek Grill;8020;# Commissionable Orders;25.0;1.0;deliverando
Aegaeis - Greek Grill;8020;Avg Basket Size €;15.49;14.4;deliverando
Aegaeis - Greek Grill;8020;# Negative Comments;1.0;0.0;deliverando
Aegaeis - Greek Grill;8020;# Positive Comments;1.0;0.0;deliverando
Aegaeis - Greek Grill;8020;Avg Time to Accept (s);305.0;155.0;deliverando
Café Pizzeria Rimini;8020;# Commissionable Orders;54.0;29.0;deliverando
Café Pizzeria Rimini;8020;Avg Basket Size €;11.58;13.54;deliverando
Café Pizzeria Rimini;8020;# Negative Comments;0.0;0.0;deliverando
Café Pizzeria Rimini;8020;# Positive Comments;1.0;0.0;deliverando
Café Pizzeria Rimini;8020;Avg Time to Accept (s);472.0;536.0;deliverando
PEP Deli vom Land;8020;# Commissionable Orders;17.0;13.0;deliverando
PEP Deli vom Land;8020;Avg Basket Size €;17.14;22.65;deliverando
PEP Deli vom Land;8020;# Negative Comments;0.0;0.0;deliverando
PEP Deli vom Land;8020;# Positive Comments;1.0;1.0;deliverando
PEP Deli vom Land;8020;Avg Time to Accept (s);482.0;284.0;deliverando
bp - MERKUR inside;8010;# Commissionable Orders;86.0;175.0;deliverando
bp - MERKUR inside;8010;Avg Basket Size €;21.34;22.78;deliverando
bp - MERKUR inside;8010;# Negative Comments;0.0;1.0;deliverando
bp - MERKUR inside;8010;# Positive Comments;1.0;1.0;deliverando
bp - MERKUR inside;8010;Avg Time to Accept (s);485.0;626.0;deliverando
Big Joe Falafel;8010;# Commissionable Orders;0.0;110.0;deliverando
Big Joe Falafel;8010;# Negative Comments;0.0;1.0;deliverando
Big Joe Falafel;8010;# Positive Comments;0.0;1.0;deliverando
Bellys;8020;# Commissionable Orders;0.0;15.0;deliverando
Bellys;8020;# Negative Comments;0.0;0.0;deliverando
Bellys;8020;# Positive Comments;0.0;0.0;deliverando
Cheesus Burger;8042;# Commissionable Orders;157.0;481.0;deliverando
Cheesus Burger;8042;Avg Basket Size €;22.13;23.17;deliverando
Cheesus Burger;8042;# Negative Comments;2.0;2.0;deliverando
Cheesus Burger;8042;# Positive Comments;1.0;1.0;deliverando
Cheesus Burger;8042;Avg Time to Accept (s);25.0;19.0;deliverando
Landhaus Ruckerlberg;8010;# Commissionable Orders;2.0;17.0;deliverando
Landhaus Ruckerlberg;8010;Avg Basket Size €;17.2;26.24;deliverando
Landhaus Ruckerlberg;8010;# Negative Comments;0.0;0.0;deliverando
Landhaus Ruckerlberg;8010;# Positive Comments;0.0;1.0;deliverando
Landhaus Ruckerlberg;8010;Avg Time to Accept (s);33.0;514.0;deliverando
Jackson's Fried Chicken - Gries;8020;# Commissionable Orders;0.0;454.0;deliverando
Jackson's Fried Chicken - Gries;8020;# Negative Comments;0.0;11.0;deliverando
Jackson's Fried Chicken - Gries;8020;# Positive Comments;0.0;1.0;deliverando
Cafe Mitte;8010;# Commissionable Orders;0.0;175.0;deliverando
Cafe Mitte;8010;# Negative Comments;0.0;0.0;deliverando
Cafe Mitte;8010;# Positive Comments;0.0;1.0;deliverando
Stella Pizzeria & Kebap House;8052;# Commissionable Orders;7.0;76.0;deliverando
Stella Pizzeria & Kebap House;8052;Avg Basket Size €;16.54;19.79;deliverando
Stella Pizzeria & Kebap House;8052;# Negative Comments;0.0;0.0;deliverando
Stella Pizzeria & Kebap House;8052;# Positive Comments;1.0;1.0;deliverando
Stella Pizzeria & Kebap House;8052;Avg Time to Accept (s);20.0;20.0;deliverando
Café Phönix;8010;# Commissionable Orders;0.0;3.0;deliverando
Café Phönix;8010;# Negative Comments;0.0;0.0;deliverando
Café Phönix;8010;# Positive Comments;0.0;0.0;deliverando
Kabashis;8054;# Commissionable Orders;0.0;39.0;deliverando
Kabashis;8054;# Negative Comments;0.0;0.0;deliverando
Kabashis;8054;# Positive Comments;0.0;1.0;deliverando
Wing it! - Innere Stadt;8010;# Commissionable Orders;0.0;102.0;deliverando
Wing it! - Innere Stadt;8010;# Negative Comments;0.0;0.0;deliverando
Wing it! - Innere Stadt;8010;# Positive Comments;0.0;1.0;deliverando
taste&soul - powered by eatclever;8010;# Commissionable Orders;0.0;4.0;deliverando
taste&soul - powered by eatclever;8010;# Negative Comments;0.0;0.0;deliverando
taste&soul - powered by eatclever;8010;# Positive Comments;0.0;0.0;deliverando
Mi Casa-Lateinamerikanisches Restaurant;8020;# Commissionable Orders;0.0;80.0;deliverando
Mi Casa-Lateinamerikanisches Restaurant;8020;# Negative Comments;0.0;3.0;deliverando
Mi Casa-Lateinamerikanisches Restaurant;8020;# Positive Comments;0.0;1.0;deliverando
Unica;8010;# Commissionable Orders;0.0;6.0;deliverando
Unica;8010;# Negative Comments;0.0;0.0;deliverando
Unica;8010;# Positive Comments;0.0;0.0;deliverando
Shell - Shop und Bistro;8020;# Commissionable Orders;0.0;21.0;deliverando
Shell - Shop und Bistro;8020;# Negative Comments;0.0;0.0;deliverando
Shell - Shop und Bistro;8020;# Positive Comments;0.0;1.0;deliverando
NORDSEE - SC Seiersberg;8055;# Commissionable Orders;0.0;7.0;deliverando
NORDSEE - SC Seiersberg;8055;# Negative Comments;0.0;0.0;deliverando
NORDSEE - SC Seiersberg;8055;# Positive Comments;0.0;0.0;deliverando
Zimt- Persisches Restaurant;8010;# Commissionable Orders;0.0;21.0;deliverando
Zimt- Persisches Restaurant;8010;# Negative Comments;0.0;0.0;deliverando
Zimt- Persisches Restaurant;8010;# Positive Comments;0.0;0.0;deliverando
Pastaria;8010;# Commissionable Orders;0.0;0.0;deliverando
Pastaria;8010;# Negative Comments;0.0;0.0;deliverando
Pastaria;8010;# Positive Comments;0.0;0.0;deliverando
Noodle King;8055;# Commissionable Orders;0.0;0.0;deliverando
Noodle King;8055;# Negative Comments;0.0;0.0;deliverando
Noodle King;8055;# Positive Comments;0.0;0.0;deliverando
Trattoria Sole;8010;# Commissionable Orders;0.0;0.0;deliverando
Trattoria Sole;8010;# Negative Comments;0.0;0.0;deliverando
Trattoria Sole;8010;# Positive Comments;0.0;0.0;deliverando
Empanada Story;8020;# Commissionable Orders;0.0;0.0;deliverando
Empanada Story;8020;# Negative Comments;0.0;0.0;deliverando
Empanada Story;8020;# Positive Comments;0.0;0.0;deliverando
Jackson's Fried Chicken - Geidorf;8010;# Commissionable Orders;0.0;0.0;deliverando
Jackson's Fried Chicken - Geidorf;8010;# Negative Comments;0.0;0.0;deliverando
Jackson's Fried Chicken - Geidorf;8010;# Positive Comments;0.0;0.0;deliverando
Wing it! - Lend;8051;# Commissionable Orders;0.0;0.0;deliverando
Wing it! - Lend;8051;# Negative Comments;0.0;0.0;deliverando
Wing it! - Lend;8051;# Positive Comments;0.0;0.0;deliverando
Holy Chicken- Heavenly Fried Chicken;8045;# Commissionable Orders;0.0;0.0;deliverando
Holy Chicken- Heavenly Fried Chicken;8045;# Negative Comments;0.0;0.0;deliverando
Holy Chicken- Heavenly Fried Chicken;8045;# Positive Comments;0.0;0.0;deliverando
Gangnam Kitchen - Korean Fried Chicken;8010;# Commissionable Orders;0.0;0.0;deliverando
Gangnam Kitchen - Korean Fried Chicken;8010;# Negative Comments;0.0;0.0;deliverando
Gangnam Kitchen - Korean Fried Chicken;8010;# Positive Comments;0.0;0.0;deliverando
Yasna Panda Box;8053;# Commissionable Orders;0.0;0.0;deliverando
Yasna Panda Box;8053;# Negative Comments;0.0;0.0;deliverando
Yasna Panda Box;8053;# Positive Comments;0.0;0.0;deliverando
Taj Mahal;8010;# Commissionable Orders;0.0;0.0;deliverando
Taj Mahal;8010;# Negative Comments;0.0;0.0;deliverando
Taj Mahal;8010;# Positive Comments;0.0;0.0;deliverando
Pizzeria Verona Linz;8010;# Commissionable Orders;0.0;0.0;deliverando
Pizzeria Verona Linz;8010;# Negative Comments;0.0;0.0;deliverando
Pizzeria Verona Linz;8010;# Positive Comments;0.0;0.0;deliverando
Cohibar;8010;# Commissionable Orders;0.0;0.0;deliverando
Cohibar;8010;# Negative Comments;0.0;0.0;deliverando
Cohibar;8010;# Positive Comments;0.0;0.0;deliverando
Die Eisperle;8010;# Commissionable Orders;0.0;0.0;deliverando
Die Eisperle;8010;# Negative Comments;0.0;0.0;deliverando
Die Eisperle;8010;# Positive Comments;0.0;0.0;deliverando
Die Eisperle;8055;# Commissionable Orders;0.0;0.0;deliverando
Die Eisperle;8055;# Negative Comments;0.0;0.0;deliverando
Die Eisperle;8055;# Positive Comments;0.0;0.0;deliverando
Score Eggenberg;8020;# Commissionable Orders;0.0;0.0;deliverando
Score Eggenberg;8020;# Negative Comments;0.0;0.0;deliverando
Score Eggenberg;8020;# Positive Comments;0.0;0.0;deliverando
Restaurant Fino;8045;# Commissionable Orders;0.0;0.0;deliverando
Restaurant Fino;8045;# Negative Comments;0.0;0.0;deliverando
Restaurant Fino;8045;# Positive Comments;0.0;0.0;deliverando
Knödel Butler;8020;# Commissionable Orders;0.0;0.0;deliverando
Knödel Butler;8020;# Negative Comments;0.0;0.0;deliverando
Knödel Butler;8020;# Positive Comments;0.0;0.0;deliverando
Sphinx Cafe & Restaurant;8020;# Commissionable Orders;0.0;0.0;deliverando
Sphinx Cafe & Restaurant;8020;# Negative Comments;0.0;0.0;deliverando
Sphinx Cafe & Restaurant;8020;# Positive Comments;0.0;0.0;deliverando
Best Food Grill 8;8045;# Commissionable Orders;0.0;0.0;deliverando
Best Food Grill 8;8045;# Negative Comments;0.0;0.0;deliverando
Best Food Grill 8;8045;# Positive Comments;0.0;0.0;deliverando
Fresh Bowl;8010;# Commissionable Orders;0.0;0.0;deliverando
Fresh Bowl;8010;# Negative Comments;0.0;0.0;deliverando
Fresh Bowl;8010;# Positive Comments;0.0;0.0;deliverando
Ava Persisches Restaurant;8010;# Commissionable Orders;0.0;0.0;deliverando
Ava Persisches Restaurant;8010;# Negative Comments;0.0;0.0;deliverando
Ava Persisches Restaurant;8010;# Positive Comments;0.0;0.0;deliverando
Eat & Meet;8041;# Commissionable Orders;0.0;0.0;deliverando
Eat & Meet;8041;# Negative Comments;0.0;0.0;deliverando
Eat & Meet;8041;# Positive Comments;0.0;0.0;deliverando
Nostalgie Stüberl;8010;# Commissionable Orders;0.0;0.0;deliverando
Nostalgie Stüberl;8010;# Negative Comments;0.0;0.0;deliverando
Nostalgie Stüberl;8010;# Positive Comments;0.0;0.0;deliverando
Gasthaus Hofstätter;8020;# Commissionable Orders;0.0;0.0;deliverando
Gasthaus Hofstätter;8020;# Negative Comments;0.0;0.0;deliverando
Gasthaus Hofstätter;8020;# Positive Comments;0.0;0.0;deliverando
Trattoria Veneziana;8041;# Commissionable Orders;0.0;0.0;deliverando
Trattoria Veneziana;8041;# Negative Comments;0.0;0.0;deliverando
Trattoria Veneziana;8041;# Positive Comments;0.0;0.0;deliverando
Yamamoto;8010;# Commissionable Orders;0.0;0.0;deliverando
Yamamoto;8010;# Negative Comments;0.0;0.0;deliverando
Yamamoto;8010;# Positive Comments;0.0;0.0;deliverando
Safran;8010;# Commissionable Orders;0.0;0.0;deliverando
Safran;8010;# Negative Comments;0.0;0.0;deliverando
Safran;8010;# Positive Comments;0.0;0.0;deliverando
Restaurant Castello;8054;# Commissionable Orders;0.0;0.0;deliverando
Restaurant Castello;8054;# Negative Comments;0.0;0.0;deliverando
Restaurant Castello;8054;# Positive Comments;0.0;0.0;deliverando
Peppino im Hofkeller;8010;# Commissionable Orders;0.0;0.0;deliverando
Peppino im Hofkeller;8010;# Negative Comments;0.0;0.0;deliverando
Peppino im Hofkeller;8010;# Positive Comments;0.0;0.0;deliverando
Tutto Bene;8020;# Commissionable Orders;0.0;0.0;deliverando
Tutto Bene;8020;# Negative Comments;0.0;0.0;deliverando
Tutto Bene;8020;# Positive Comments;0.0;0.0;deliverando
Cheesus Burger;8020;# Commissionable Orders;0.0;0.0;deliverando
Cheesus Burger;8020;# Negative Comments;0.0;0.0;deliverando
Cheesus Burger;8020;# Positive Comments;0.0;0.0;deliverando
Unterm Goldenen Dachl;8010;# Commissionable Orders;0.0;0.0;deliverando
Unterm Goldenen Dachl;8010;# Negative Comments;0.0;0.0;deliverando
Unterm Goldenen Dachl;8010;# Positive Comments;0.0;0.0;deliverando
Hendlkönig Imbisskiosk Seiersberg;8054;# Commissionable Orders;0.0;0.0;deliverando
